accuracy,loss,val_accuracy,val_loss,learning_rate
0.47503313422203064,1.0437217950820923,0.492343932390213,1.034070372581482,0.0010000000474974513
0.4903520345687866,1.0288488864898682,0.4893992841243744,1.0273561477661133,0.0010000000474974513
0.49197229743003845,1.0236561298370361,0.49646642804145813,1.0238853693008423,0.0010000000474974513
0.49653851985931396,1.0206340551376343,0.492343932390213,1.0275702476501465,0.0010000000474974513
0.4943290650844574,1.0245312452316284,0.5053003430366516,1.0209405422210693,0.0010000000474974513
0.4990425705909729,1.0215007066726685,0.5058892965316772,1.0191543102264404,0.0010000000474974513
0.49388715624809265,1.0196760892868042,0.49823322892189026,1.0198062658309937,0.0010000000474974513
0.49963176250457764,1.0183771848678589,0.4946996569633484,1.0279053449630737,0.0010000000474974513
0.49742230772972107,1.0154920816421509,0.4988221526145935,1.0226964950561523,0.0010000000474974513
0.49594932794570923,1.0186415910720825,0.5076560378074646,1.016219139099121,0.0010000000474974513
0.4912358224391937,1.0188974142074585,0.5053003430366516,1.017844319343567,0.0010000000474974513
0.49742230772972107,1.0171927213668823,0.48998820781707764,1.022500991821289,0.0010000000474974513
0.4990425705909729,1.016005277633667,0.5035335421562195,1.016634225845337,0.0010000000474974513
0.5009574294090271,1.0166373252868652,0.4817432165145874,1.0370062589645386,0.0010000000474974513
0.5006628632545471,1.017572045326233,0.4829210937023163,1.0225571393966675,0.0010000000474974513
0.503461480140686,1.0130705833435059,0.49823322892189026,1.0198063850402832,0.0005000000237487257
0.5044925808906555,1.0112732648849487,0.4976442754268646,1.0249896049499512,0.0005000000237487257
0.5021358132362366,1.0114948749542236,0.5053003430366516,1.0169178247451782,0.0005000000237487257
0.5016939043998718,1.0113836526870728,0.5047114491462708,1.0167449712753296,0.0005000000237487257
0.503314197063446,1.011177897453308,0.5005889534950256,1.016308069229126,0.0005000000237487257
